Transaction Name,Transaction Name URL,Organization Location,Organization Industries,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Pre Seed Round - Purchaser,https://www.crunchbase.com/funding_round/purchaser-pre-seed--caaad305,"Lexington, Kentucky, United States, North America","Manufacturing, SaaS",Purchaser,https://www.crunchbase.com/organization/purchaser,Pre-Seed,1300000,USD,1300000,2024-03-27
Pre Seed Round - Sandac,https://www.crunchbase.com/funding_round/sandac-pre-seed--cb2e4b82,"Delaware, Ohio, United States, North America","Artificial Intelligence (AI), Cloud Data Services, Hardware, Health Care, Satellite Communication, Software",Sandac,https://www.crunchbase.com/organization/sandac,Pre-Seed,,,,2024-04-01
Pre Seed Round - Bluworks.io,https://www.crunchbase.com/funding_round/bluworks-io-pre-seed--cb49aad0,"Egypt, Arkansas, United States, North America","Human Resources, SaaS",Bluworks.io,https://www.crunchbase.com/organization/bluworks-io,Pre-Seed,1000000,USD,1000000,2024-04-22
Seed Round - Juristic,https://www.crunchbase.com/funding_round/juristic-seed--cb4e6108,"Copenhagen, Hovedstaden, Denmark, Europe","Information Technology, Legal Tech, Software",Juristic,https://www.crunchbase.com/organization/juristic,Seed,1000000,USD,1000000,2024-04-22
Pre Seed Round - Piramidal,https://www.crunchbase.com/funding_round/piramidal-8584-pre-seed--cb9f2f26,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Biotechnology, Wellness",Piramidal,https://www.crunchbase.com/organization/piramidal-8584,Pre-Seed,5000000,USD,5000000,2024-03-01
Seed Round - DLC.link,https://www.crunchbase.com/funding_round/dlc-link-seed--cbad87ae,"Budapest, Budapest, Hungary, Europe",Cryptocurrency,DLC.link,https://www.crunchbase.com/organization/dlc-link,Seed,,,,2024-03-14
Seed Round - TRC,https://www.crunchbase.com/funding_round/trac-mobility-seed--cc46e568,"London, England, United Kingdom, Europe","Smart Cities, Software",TRC,https://www.crunchbase.com/organization/trac-mobility,Seed,,,,2024-03-05
Pre Seed Round - Greenboard,https://www.crunchbase.com/funding_round/greenboard-8b98-pre-seed--cd19c283,"Austin, Texas, United States, North America","Compliance, FinTech, Software",Greenboard,https://www.crunchbase.com/organization/greenboard-8b98,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Elysium Lab,https://www.crunchbase.com/funding_round/elysium-lab-pre-seed--cd25cc64,"Lugano, Ticino, Switzerland, Europe","Bitcoin, Blockchain, Cryptocurrency, Cyber Security, FinTech, Mobile Payments, SaaS, Software",Elysium Lab,https://www.crunchbase.com/organization/elysium-lab,Pre-Seed,100000,CHF,113844,2024-03-13
Pre Seed Round - Wuri,https://www.crunchbase.com/funding_round/wuri-pre-seed--cddde7df,"San Francisco, California, United States, North America","Artificial Intelligence (AI), EBooks, Software",Wuri,https://www.crunchbase.com/organization/wuri,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - Mixer Games,https://www.crunchbase.com/funding_round/mixer-476f-seed--cdffd5ca,"Istanbul, Istanbul, Turkey, Europe","Gaming, Mobile Apps, Online Games, Software, Video Games",Mixer Games,https://www.crunchbase.com/organization/mixer-476f,Seed,,,,2024-04-05
Seed Round - Hark,https://www.crunchbase.com/funding_round/hark-e6ea-seed--ce0061d4,"New York, New York, United States, North America","Customer Service, Software",Hark,https://www.crunchbase.com/organization/hark-e6ea,Seed,,,,2024-02-08
Seed Round - Sapien,https://www.crunchbase.com/funding_round/sapien-f38e-seed--ce25d5fa,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Data Management, Information Technology",Sapien,https://www.crunchbase.com/organization/sapien-f38e,Seed,5000000,USD,5000000,2024-04-10
Seed Round - Huski.ai,https://www.crunchbase.com/funding_round/huski-ai-seed--ce320bf1,"San Jose, California, United States, North America","Artificial Intelligence (AI), E-Commerce, E-Commerce Platforms, Software",Huski.ai,https://www.crunchbase.com/organization/huski-ai,Seed,8250010,USD,8250010,2024-03-08
Seed Round - Mural Health,https://www.crunchbase.com/funding_round/mural-health-seed--cef64b5a,"Berwyn, Pennsylvania, United States, North America","Clinical Trials, Data Storage, Information Technology, Software, Transportation",Mural Health,https://www.crunchbase.com/organization/mural-health,Seed,12730000,USD,12730000,2024-04-05
Pre Seed Round - Arcane,https://www.crunchbase.com/funding_round/arcane-d41d-pre-seed--cf1d8def,"New York, New York, United States, North America",Artificial Intelligence (AI),Arcane,https://www.crunchbase.com/organization/arcane-d41d,Pre-Seed,500000,USD,500000,2024-03-01
Pre Seed Round - KAIKAKU,https://www.crunchbase.com/funding_round/kaikaku-pre-seed--cfa25322,"London, England, United Kingdom, Europe","Artificial Intelligence (AI), Food and Beverage, Restaurants, Robotics",KAIKAKU,https://www.crunchbase.com/organization/kaikaku,Pre-Seed,,,,2024-03-04
Pre Seed Round - Delve,https://www.crunchbase.com/funding_round/delve-8733-pre-seed--cfbec32e,"San Francisco, California, United States, North America","B2B, SaaS, Software",Delve,https://www.crunchbase.com/organization/delve-8733,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - MOLG,https://www.crunchbase.com/funding_round/molg-seed--cfdec19a,"Chantilly, Virginia, United States, North America","Developer Platform, Industrial Automation, Information Technology, Innovation Management, Manufacturing",MOLG,https://www.crunchbase.com/organization/molg,Seed,3520000,USD,3520000,2024-03-07
Seed Round - Weavy,https://www.crunchbase.com/funding_round/weavy-seed--d02d6812,"El Segundo, California, United States, North America","Developer APIs, Developer Tools, Embedded Software, Messaging, Software",Weavy,https://www.crunchbase.com/organization/weavy,Seed,,,,2024-02-08
Seed Round - Sphere,https://www.crunchbase.com/funding_round/sphere-29de-seed--d034e8f2,"Boston, Massachusetts, United States, North America","B2B, Blockchain, Payments, Software",Sphere,https://www.crunchbase.com/organization/sphere-29de,Seed,2800000,USD,2800000,2024-02-27
Seed Round - Medwise.ai,https://www.crunchbase.com/funding_round/medwise-ai-seed--d0947468,"London, England, United Kingdom, Europe","Artificial Intelligence (AI), Health Care, Information Technology",Medwise.ai,https://www.crunchbase.com/organization/medwise-ai,Seed,159968,GBP,202184,2024-04-05
Pre Seed Round - Ecierge Software Dev Inc,https://www.crunchbase.com/funding_round/ecierge-software-dev-inc-pre-seed--d0cf0fa0,"Miami, Florida, United States, North America","Consulting, Information Technology, Software",Ecierge Software Dev Inc,https://www.crunchbase.com/organization/ecierge-software-dev-inc,Pre-Seed,10000,USD,10000,2024-03-10
Pre Seed Round - Octolane AI,https://www.crunchbase.com/funding_round/octolane-ai-pre-seed--d103f64b,"New York, New York, United States, North America","Artificial Intelligence (AI), CRM, Sales Enablement",Octolane AI,https://www.crunchbase.com/organization/octolane-ai,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Storiaverse,https://www.crunchbase.com/funding_round/storiaverse-pre-seed--d15973b7,"Los Angeles, California, United States, North America","Apps, Media and Entertainment",Storiaverse,https://www.crunchbase.com/organization/storiaverse,Pre-Seed,2500000,USD,2500000,2024-04-03
Seed Round - CoDeAc Solutions,https://www.crunchbase.com/funding_round/codeac-solutions-seed--d1befc37,"Chicago, Illinois, United States, North America","Public Safety, SaaS, Security",CoDeAc Solutions,https://www.crunchbase.com/organization/codeac-solutions,Seed,1262000,USD,1262000,2024-03-19
Seed Round - MyShell,https://www.crunchbase.com/funding_round/myshell-seed--d227320f,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Human Computer Interaction, Mobile Apps, Software",MyShell,https://www.crunchbase.com/organization/myshell,Seed,11000000,USD,11000000,2024-03-27
Seed Round - RootNote,https://www.crunchbase.com/funding_round/rootnote-seed--d2b3242b,"Nashville, Tennessee, United States, North America","Data Visualization, Media and Entertainment, Software",RootNote,https://www.crunchbase.com/organization/rootnote,Seed,1495497,USD,1495497,2024-03-20
Pre Seed Round - Blockus,https://www.crunchbase.com/funding_round/blockus-pre-seed--d3f33bc3,"Santa Monica, California, United States, North America","Blockchain, Cryptocurrency, Gaming, Marketplace, Web3",Blockus,https://www.crunchbase.com/organization/blockus,Pre-Seed,4000000,USD,4000000,2024-03-11
Pre Seed Round - OcularAI,https://www.crunchbase.com/funding_round/ocularai-pre-seed--d49d6184,"Toronto, Ontario, Canada, North America","Artificial Intelligence (AI), Computer Vision, Machine Learning",OcularAI,https://www.crunchbase.com/organization/ocularai,Pre-Seed,500000,USD,500000,2024-02-27
Pre Seed Round - diio,https://www.crunchbase.com/funding_round/diio-a611-pre-seed--d4a9a798,"Puerto Varas, Los Lagos, Chile, South America","Analytics, Artificial Intelligence (AI), Enterprise Software, Sales Enablement",diio,https://www.crunchbase.com/organization/diio-a611,Pre-Seed,750000,USD,750000,2024-03-18
Seed Round - Biossil,https://www.crunchbase.com/funding_round/biossil-seed--d4aa9480,"Toronto, Ontario, Canada, North America","Artificial Intelligence (AI), Health Care, Information Technology",Biossil,https://www.crunchbase.com/organization/biossil,Seed,,,,2024-02-13
Pre Seed Round - Pretzel AI,https://www.crunchbase.com/funding_round/pretzel-ai-pre-seed--d4c9dfa8,"San Francisco, California, United States, North America","Analytics, Artificial Intelligence (AI), Collaboration, Open Source",Pretzel AI,https://www.crunchbase.com/organization/pretzel-ai,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - Cure51,https://www.crunchbase.com/funding_round/cure51-seed--d4e1a665,"Paris, Ile-de-France, France, Europe","Biotechnology, Database, Software",Cure51,https://www.crunchbase.com/organization/cure51,Seed,15000000,EUR,16406335,2024-03-20
Seed Round - Modular DS,https://www.crunchbase.com/funding_round/modular-ds-seed--d5128df3,"León, Leon, Nicaragua, North America","Information Technology, Software, Web Design",Modular DS,https://www.crunchbase.com/organization/modular-ds,Seed,330000,EUR,357667,2024-02-28
Seed Round - ChiroHD,https://www.crunchbase.com/funding_round/chirohd-seed--d52258fb,"Marietta, Georgia, United States, North America","Computer, Health Care, Software",ChiroHD,https://www.crunchbase.com/organization/chirohd,Seed,2000000,USD,2000000,2024-02-29
Pre Seed Round - InspectMind,https://www.crunchbase.com/funding_round/inspectmind-pre-seed--d544e497,"San Francisco, California, United States, North America","Artificial Intelligence (AI), B2B, PropTech",InspectMind,https://www.crunchbase.com/organization/inspectmind,Pre-Seed,500000,USD,500000,2024-03-01
Pre Seed Round - Kater,https://www.crunchbase.com/funding_round/kater-c8cd-pre-seed--d5463c58,"San Francisco, California, United States, North America","Analytics, Artificial Intelligence (AI), Information Technology",Kater,https://www.crunchbase.com/organization/kater-c8cd,Pre-Seed,500000,USD,500000,2024-03-01
Seed Round - NOQX,https://www.crunchbase.com/funding_round/noqx-seed--d56a6409,"London, England, United Kingdom, Europe",Web Development,NOQX,https://www.crunchbase.com/organization/noqx,Seed,,,,2024-04-16
Pre Seed Round - Mango Health,https://www.crunchbase.com/funding_round/mango-health-1713-pre-seed--d5a326e3,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Health Care, Health Insurance, Hospital, Primary and Urgent Care",Mango Health,https://www.crunchbase.com/organization/mango-health-1713,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - Pickleball Vision AI,https://www.crunchbase.com/funding_round/pickleball-vision-ai-seed--d5a37a17,"Richmond Hill, Georgia, United States, North America","Analytics, Artificial Intelligence (AI), SaaS, Sports",Pickleball Vision AI,https://www.crunchbase.com/organization/pickleball-vision-ai,Seed,1150000,USD,1150000,2024-03-08
Seed Round - SitterSync,https://www.crunchbase.com/funding_round/sittersync-seed--d5e4d4dc,"Lincoln, Nebraska, United States, North America","Apps, Child Care, Children",SitterSync,https://www.crunchbase.com/organization/sittersync,Seed,350000,USD,350000,2024-03-05
Pre Seed Round - Smartschool,https://www.crunchbase.com/funding_round/smartschool-pre-seed--d65132ba,"Palo Alto, California, United States, North America","Artificial Intelligence (AI), EdTech",Smartschool,https://www.crunchbase.com/organization/smartschool,Pre-Seed,1500000,USD,1500000,2024-03-13
Seed Round - Unwritten,https://www.crunchbase.com/funding_round/dovetail-climate-seed--d6761ca4,"London, England, United Kingdom, Europe","B2B, Financial Services, Predictive Analytics, Risk Management, Software",Unwritten,https://www.crunchbase.com/organization/dovetail-climate,Seed,3500000,USD,3500000,2024-04-08
Seed Round - Kravata,https://www.crunchbase.com/funding_round/kravata-seed--d6a3ce7e,"Bogotá, Distrito Especial, Colombia, South America","Blockchain, Cryptocurrency, IT Infrastructure, Payments, Software",Kravata,https://www.crunchbase.com/organization/kravata,Seed,3600000,USD,3600000,2024-03-07
Seed Round - Privasea,https://www.crunchbase.com/funding_round/privasea-seed--d6dfe5f4,"Gothenburg, Vastra Gotaland, Sweden, Europe","Database, Software",Privasea,https://www.crunchbase.com/organization/privasea,Seed,5000000,USD,5000000,2024-03-04
Pre Seed Round - Magic Hour,https://www.crunchbase.com/funding_round/magic-hour-20ea-pre-seed--d70d9b08,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Generative AI, Media and Entertainment, Software, Video",Magic Hour,https://www.crunchbase.com/organization/magic-hour-20ea,Pre-Seed,500000,USD,500000,2024-03-01
Seed Round - FlexPoint,https://www.crunchbase.com/funding_round/lendarr-seed--d72501a6,"Manhattan, New York, United States, North America","Enterprise Software, Financial Services, Information Technology",FlexPoint,https://www.crunchbase.com/organization/lendarr,Seed,5000000,USD,5000000,2024-03-18
Pre Seed Round - HostAI,https://www.crunchbase.com/funding_round/hostai-e26d-pre-seed--d746dc67,"San Francisco, California, United States, North America","Real Estate, Software, Vacation Rental",HostAI,https://www.crunchbase.com/organization/hostai-e26d,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - Lumoview Building Analytics,https://www.crunchbase.com/funding_round/lumoview-building-analytics-seed--d75240d3,"Cologne, Nordrhein-Westfalen, Germany, Europe","Analytics, CleanTech, Energy Efficiency, Facility Management, Green Building, GreenTech, Hardware, Property Management, Software, Sustainability",Lumoview Building Analytics,https://www.crunchbase.com/organization/lumoview-building-analytics,Seed,,,,2024-02-28
Seed Round - Bindr,https://www.crunchbase.com/funding_round/bindr-seed--d802d4e2,"York, Pennsylvania, United States, North America","Dating, Mobile Apps, Software",Bindr,https://www.crunchbase.com/organization/bindr,Seed,,,,2024-03-20
Seed Round - Sostengo,https://www.crunchbase.com/funding_round/sostengo-seed--d80e5a9b,"San Salvador, San Salvador, El Salvador, North America","Auto Insurance, Insurance, Mobile Apps",Sostengo,https://www.crunchbase.com/organization/sostengo,Seed,4800000,USD,4800000,2024-03-05
